time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-01-05T18:31:40.420Z,44.0458,-105.1621,0,3.2,ml,,58,0.815,0.53,us,usc000th5n,2015-03-27T07:02:03.040Z,"Wyoming",mining explosion,5.3,2,0.077,31,reviewed,us,us
2015-01-03T21:04:29.990Z,43.7666,-105.2994,0,3.4,ml,,47,0.979,0.53,us,usc000tbh3,2015-03-27T07:01:32.040Z,"Wyoming",mining explosion,6.4,2,0.059,64,reviewed,us,us
2015-01-02T22:07:38.160Z,43.6818,-105.3125,0,3.4,ml,,41,1.022,0.64,us,usc000tbcc,2015-03-27T07:01:18.040Z,"Wyoming",mining explosion,5.7,2,0.051,70,reviewed,us,us
2014-12-31T22:23:19.410Z,43.6052,-105.2467,0,3.3,ml,,78,1.016,0.72,us,usc000tg05,2015-03-17T02:38:31.040Z,"Wyoming",mining explosion,5.3,2,0.064,50,reviewed,us,us
2014-12-29T20:05:09.070Z,43.6209,-105.0142,0,3.3,ml,,72,0.866,0.38,us,usc000tan4,2015-03-17T02:37:59.040Z,"Wyoming",mining explosion,5.1,2,0.061,51,reviewed,us,us
2014-12-29T18:21:41.870Z,43.736,-105.2695,0,3.1,ml,,51,0.97,0.47,us,usc000takk,2015-03-17T02:37:59.040Z,"Wyoming",mining explosion,4.9,2,0.055,61,reviewed,us,us
2014-12-28T17:23:26.560Z,43.5037,-105.3225,0,3.2,ml,,127,1.117,1.42,us,usc000tg38,2015-03-17T02:37:44.040Z,"Wyoming",mining explosion,4.6,2,0.073,33,reviewed,us,us
2014-12-26T19:02:39.460Z,43.8195,-105.2147,0,3.5,ml,,33,0.903,0.59,us,usc000ta3e,2015-03-17T02:37:19.040Z,"Wyoming",mining explosion,4.2,1.8,0.051,73,reviewed,us,us
2014-12-23T21:10:47.580Z,43.9716,-105.2468,0,3.3,ml,,99,0.885,0.69,us,usc000t9ih,2015-03-06T02:59:13.040Z,"Wyoming",mining explosion,4.1,2,0.07,41,reviewed,us,us
2014-12-22T20:03:52.640Z,43.7861,-105.2627,0,3.4,ml,,55,0.947,0.92,us,usc000td5d,2015-03-06T02:59:10.040Z,"Wyoming",mining explosion,3.9,2,0.053,67,reviewed,us,us
2014-12-18T19:10:00.310Z,43.7459,-105.2779,0,3.4,ml,,51,0.972,0.36,us,usc000t7yc,2015-03-06T02:59:01.040Z,"Wyoming",mining explosion,3.7,2,0.054,63,reviewed,us,us
2014-12-16T22:47:05.780Z,45.5398,-105.9698,0,3.1,ml,,126,1.162,0.8,us,usc000t7ic,2015-03-04T21:55:07.040Z,"eastern Montana",mining explosion,4.8,2,0.094,29,reviewed,us,us
2014-12-16T21:00:21.530Z,43.7848,-105.2286,0,3.3,ml,,51,0.924,0.62,us,usc000t7gl,2015-03-04T21:55:07.040Z,"Wyoming",mining explosion,3,2,0.055,71,reviewed,us,us
2014-12-16T18:06:40.880Z,43.679,-105.2388,0,3.6,ml,,56,0.975,0.66,us,usc000t7eg,2015-03-04T21:55:07.040Z,"Wyoming",mining explosion,2.8,2,0.049,73,reviewed,us,us
2014-12-15T22:03:47.020Z,43.8,-105.2769,0,3.4,ml,,69,0.952,0.55,us,usc000t763,2015-03-04T21:55:05.040Z,"Wyoming",mining explosion,5.1,2,0.052,63,reviewed,us,us
2014-12-13T20:18:00.250Z,43.5899,-105.1944,0,3.2,ml,,80,0.992,0.98,us,usc000t6df,2015-03-04T21:55:02.040Z,"Wyoming",mining explosion,5.4,2,0.063,45,reviewed,us,us
2014-12-12T20:59:06.570Z,43.7738,-105.2281,0,3.2,ml,,52,0.928,0.5,us,usc000t65n,2015-03-04T21:55:00.040Z,"Wyoming",mining explosion,2.9,2,0.048,75,reviewed,us,us
2014-12-09T21:35:53.010Z,45.8624,-106.6644,0,3.2,ml,,64,0.881,0.7,us,usc000t4y2,2015-02-28T02:16:16.040Z,"eastern Montana",mining explosion,6.4,2,0.077,40,reviewed,us,us
2014-12-08T22:05:49.280Z,43.6681,-105.2384,0,3.5,ml,,67,0.98,0.71,us,usc000t4mz,2015-02-28T02:16:14.040Z,"Wyoming",mining explosion,5.2,2,0.055,59,reviewed,us,us
2014-12-07T20:08:25.450Z,43.5814,-105.1209,0,3.5,ml,,125,0.952,1.2,us,usc000t4g4,2015-02-28T02:16:12.040Z,"Wyoming",mining explosion,5.9,2,0.073,37,reviewed,us,us
2014-12-07T19:57:33.980Z,43.8265,-105.1275,0,3,ml,,144,0.841,1.31,us,usc000t8cv,2015-02-28T02:16:12.040Z,"Wyoming",mining explosion,5.4,2,0.079,23,reviewed,us,us
2014-12-07T19:01:55.630Z,43.744,-105.2689,0,3,ml,,117,0.967,0.4,us,usc000t8by,2015-02-28T02:16:12.040Z,"Wyoming",mining explosion,3.1,2,0.06,43,reviewed,us,us
2014-12-06T21:03:15.460Z,43.758,-105.2591,0,3.4,ml,,51,0.955,0.77,us,usc000t4aw,2015-02-28T02:16:11.040Z,"Wyoming",mining explosion,3.9,2,0.065,55,reviewed,us,us
2014-12-02T20:59:02.130Z,44.0239,-105.3025,0,3.4,ml,,80,0.918,0.89,us,usb000t2b1,2015-02-24T00:35:17.040Z,"Wyoming",mining explosion,5.4,2,0.051,69,reviewed,us,us
2014-11-29T20:45:18.060Z,44.0263,-105.2962,0,3.5,ml,,51,0.913,0.78,us,usb000t190,2015-02-24T00:35:12.040Z,"Wyoming",mining explosion,4.6,1.8,0.063,53,reviewed,us,us
2014-11-26T21:03:23.230Z,43.7848,-105.3245,0,3.4,ml,,43,0.989,0.5,us,usb000t0d1,2015-02-24T00:35:06.040Z,"Wyoming",mining explosion,3,2,0.061,61,reviewed,us,us
2014-11-25T22:07:32.780Z,43.6034,-105.2536,0,3.6,ml,,132,1.021,0.8,us,usc000t4vd,2015-02-18T03:31:00.040Z,"Wyoming",mining explosion,6.5,2,0.066,56,reviewed,us,us
2014-11-25T18:55:37.540Z,43.7955,-105.2365,0,3.7,ml,,30,0.926,0.29,us,usb000szym,2015-02-18T03:31:00.040Z,"Wyoming",mining explosion,2.8,2,0.052,69,reviewed,us,us
2014-11-23T20:10:24.020Z,43.7268,-105.0966,0,3.2,ml,,124,0.861,0.86,us,usc000t42k,2015-02-18T03:30:56.040Z,"Wyoming",mining explosion,3.7,2,0.088,21,reviewed,us,us
2014-11-21T20:27:41.580Z,43.7004,-105.4264,0,3.6,ml,,33,1.089,1.04,us,usb000sype,2015-02-18T03:30:52.040Z,"Wyoming",mining explosion,5.3,2,0.047,96,reviewed,us,us
2014-11-21T20:18:47.330Z,43.6272,-105.2115,0,3.3,ml,,97,0.983,0.91,us,usc000t3yw,2015-02-18T03:30:52.040Z,"Wyoming",mining explosion,5.4,2,0.052,67,reviewed,us,us
2014-11-18T22:26:53.480Z,43.7403,-105.306,0,3.4,ml,,51,0.993,0.49,us,usc000syn2,2015-02-12T01:43:00.040Z,"Wyoming",mining explosion,5.1,2,0.061,61,reviewed,us,us
2014-11-12T20:03:10.600Z,43.798,-105.1066,0,3.4,ml,,91,0.838,0.8,us,usc000swy6,2015-02-12T01:42:37.040Z,"Wyoming",mining explosion,5.1,2,0.054,61,reviewed,us,us
2014-11-09T21:05:00.510Z,43.7728,-105.2551,0,3.5,ml,,37,0.947,0.47,us,usc000svwc,2015-01-31T02:50:14.040Z,"Wyoming",mining explosion,5.5,2,0.051,64,reviewed,us,us
2014-11-05T21:04:14.760Z,43.8524,-105.4073,0,3.4,ml,,53,1.025,0.78,us,usc000sus7,2015-01-31T02:50:02.040Z,"Wyoming",mining explosion,5.7,2,0.058,53,reviewed,us,us
2014-11-02T21:00:25.590Z,43.7781,-105.2377,0,3.6,ml,,51,0.933,0.3,us,usc000stj4,2015-01-20T09:03:12.040Z,"Wyoming",mining explosion,4.1,2,0.051,70,reviewed,us,us
2014-11-02T20:04:35.520Z,43.5964,-105.2253,0,3.1,ml,,126,1.007,0.69,us,usc000stj1,2015-01-20T09:03:12.040Z,"Wyoming",mining explosion,5.8,2,0.076,25,reviewed,us,us
2014-11-02T19:02:51.000Z,43.7864,-105.2749,0,3.2,ml,,114,0.955,0.56,us,usc000stis,2015-01-20T09:03:12.040Z,"Wyoming",mining explosion,4.2,2,0.065,35,reviewed,us,us
2014-10-26T20:02:29.300Z,43.7482,-105.2762,0,3.4,ml,,69,0.97,0.76,us,usb000sqsi,2015-01-17T01:25:40.040Z,"Wyoming",mining explosion,6.2,2,0.063,33,reviewed,us,us
2014-10-25T18:03:19.320Z,43.81,-105.2101,0,3.7,ml,,22,0.903,0.64,us,usb000sqkh,2015-01-17T01:25:38.040Z,"Wyoming",mining explosion,4,1.7,0.048,81,reviewed,us,us
2014-10-23T19:07:50.470Z,43.5998,-105.1134,0,3.5,ml,,71,0.937,0.87,us,usb000sq5f,2015-01-17T01:25:34.040Z,"Wyoming",mining explosion,4.1,2,0.055,59,reviewed,us,us
2014-10-23T18:03:02.850Z,43.7737,-105.2645,0,3.5,ml,,51,0.953,0.57,us,usb000sq4u,2015-01-17T01:25:34.040Z,"Wyoming",mining explosion,5.2,2,0.052,63,reviewed,us,us
2014-10-23T15:05:17.490Z,43.7006,-105.2752,0,3.9,ml,,27,0.989,0.36,us,usb000sq2h,2015-01-17T01:25:34.040Z,"Wyoming",mining explosion,4.6,1.9,0.049,77,reviewed,us,us
2014-10-16T22:14:08.250Z,45.1766,-106.8017,0,3.5,ml,,90,1.565,1.21,us,usb000sn7l,2015-01-15T20:03:28.040Z,"eastern Montana",mining explosion,3.6,1.8,0.115,16,reviewed,us,us
2014-10-16T20:03:45.360Z,43.7894,-105.2675,0,3.4,ml,,51,0.949,0.5,us,usb000sn55,2015-01-15T20:03:28.040Z,"Wyoming",mining explosion,4.9,2,0.053,65,reviewed,us,us
2014-10-13T21:04:34.540Z,43.7301,-105.2032,0,3.2,ml,,92,0.929,0.91,us,usb000sls6,2015-01-06T23:49:55.040Z,"Wyoming",mining explosion,3.3,2,0.06,61,reviewed,us,us
2014-10-13T00:53:41.150Z,32.9927,-109.3627,0,3.1,ml,,132,1.379,1.08,us,usb000sqdr,2015-01-06T23:49:54.040Z,"Arizona",mining explosion,3.7,2,0.049,56,reviewed,us,us
2014-10-12T20:55:07.640Z,43.7193,-105.2589,0,3.1,ml,,128,0.97,0.83,us,usb000sqcv,2015-01-06T23:49:54.040Z,"Wyoming",mining explosion,4.9,2,0.094,15,reviewed,us,us
2014-10-12T19:15:33.740Z,43.5663,-105.1779,0,3.3,ml,,81,0.995,1.38,us,usb000slc6,2015-01-06T23:49:53.040Z,"Wyoming",mining explosion,4.3,2,0.061,43,reviewed,us,us
2014-10-12T18:13:46.590Z,43.7795,-105.2634,0,3.3,ml,,96,0.95,0.41,us,usb000slbt,2015-01-06T23:49:53.040Z,"Wyoming",mining explosion,3.7,2,0.067,37,reviewed,us,us
2014-10-08T20:02:13.000Z,43.7471,-105.3101,0,3.4,ml,,89,0.993,0.61,us,usb000sk31,2015-01-06T23:49:47.040Z,"Wyoming",mining explosion,6.9,2,0.053,63,reviewed,us,us
2014-10-08T19:36:18.270Z,43.9818,-105.3164,0,3.3,ml,,49,0.933,0.69,us,usb000sk2g,2015-01-06T23:49:47.040Z,"Wyoming",mining explosion,3.9,2,0.057,51,reviewed,us,us
2014-10-08T18:04:50.930Z,43.7659,-105.2007,0,3.4,ml,,90,0.913,0.49,us,usb000sk1e,2015-01-06T23:49:47.040Z,"Wyoming",mining explosion,5.2,2,0.053,63,reviewed,us,us
2014-09-28T21:41:57.200Z,43.6465,-105.2957,0,3.5,ml,,85,1.027,0.27,us,usb000sgxm,2014-12-20T00:54:02.040Z,"Wyoming",mining explosion,3.1,2,0.052,69,reviewed,us,us
2014-09-23T17:50:34.920Z,45.1532,-106.8482,0,3.7,ml,,54,1.596,1.02,us,usb000sfar,2014-12-19T00:05:27.040Z,"eastern Montana",mining explosion,5.5,2,0.048,80,reviewed,us,us
2014-09-12T19:04:33.980Z,43.8234,-105.2364,0,3.6,ml,,27,0.916,0.53,us,usb000sbwa,2014-12-08T23:30:58.040Z,"Wyoming",mining explosion,4.5,1.6,0.049,71,reviewed,us,us
2014-09-01T22:06:30.500Z,43.6479,-105.2689,0,3.5,ml,,51,1.009,0.58,us,usc000s8tb,2014-11-29T00:09:24.000Z,"Wyoming",mining explosion,3,2,0.057,63,reviewed,us,us
2014-08-27T17:51:45.900Z,43.9948,-105.2388,0,3.4,ml,,59,0.876,0.46,us,usc000s7fb,2014-11-29T00:09:17.000Z,"Wyoming",mining explosion,2.8,2,0.052,65,reviewed,us,us
2014-08-21T18:02:18.570Z,43.7735,-105.2988,0,3.2,ml,,70,0.976,0.54,us,usb000s525,2014-11-22T02:06:25.000Z,"Wyoming",mining explosion,2.1,2,0.052,61,reviewed,us,us
2014-08-16T21:25:29.880Z,43.7143,-105.439,0,3.1,ml,,44,1.092,1.22,us,usb000s3gc,2014-11-15T04:07:11.000Z,"4km SE of Wright, Wyoming",mining explosion,,2,0.05,64,reviewed,us,us
2014-08-13T18:42:21.140Z,43.8306,-105.233,0,3.5,ml,,45,0.911,0.54,us,usb000s2f6,2014-11-15T04:07:07.000Z,"Wyoming",mining explosion,,2,0.051,64,reviewed,us,us
2014-08-13T17:26:29.720Z,44.0153,-105.2301,0,3.2,ml,,85,0.867,0.51,us,usb000s68a,2014-11-15T04:07:07.000Z,"Wyoming",mining explosion,,2,0.052,56,reviewed,us,us
2014-08-12T19:07:29.520Z,43.8118,-105.3138,0,3.5,ml,,25,0.973,0.48,us,usb000s272,2014-11-07T21:47:41.000Z,"Wyoming",mining explosion,,1.9,0.051,68,reviewed,us,us
2014-08-10T18:05:31.470Z,43.7207,-105.2688,0,3.6,ml,,51,0.976,0.79,us,usb000s1qp,2014-11-07T21:47:38.000Z,"Wyoming",mining explosion,,2,0.055,53,reviewed,us,us
2014-08-09T18:05:40.280Z,43.8176,-105.2255,0,3.4,ml,,22,0.911,0.51,us,usb000s1ln,2014-11-07T21:47:37.000Z,"Wyoming",mining explosion,,1.8,0.05,69,reviewed,us,us
2014-08-07T20:05:43.410Z,43.5527,-106.2066,0,3.2,ml,,123,2.004,1.35,us,usb000s15p,2014-11-07T21:47:35.000Z,"Wyoming",mining explosion,,2,0.073,45,reviewed,us,us
2014-08-04T19:04:20.300Z,43.8059,-105.2272,0,3.5,ml,,35,0.916,0.68,us,usb000s04t,2014-10-29T19:53:00.000Z,"Wyoming",mining explosion,,1.9,0.051,65,reviewed,us,us
2014-08-03T17:45:28.520Z,43.6847,-105.233,0,3.5,ml,,88,0.969,0.91,us,usb000rznu,2014-10-29T19:52:59.000Z,"Wyoming",mining explosion,,2,0.067,39,reviewed,us,us
2014-08-02T21:00:09.510Z,43.8415,-105.2112,0,3.4,ml,,23,0.893,0.85,us,usb000rzir,2014-10-29T19:52:55.000Z,"Wyoming",mining explosion,,2,0.05,71,reviewed,us,us
2014-07-29T21:04:49.270Z,45.6937,-106.5301,0,3,mb_lg,,71,2.011,0.97,us,usb000s1eg,2014-10-25T01:49:43.000Z,"eastern Montana",mining explosion,,2,0.084,57,reviewed,us,us
2014-07-28T19:05:25.380Z,43.773,-105.2865,0,3.4,ml,,69,0.968,0.64,us,usb000ry2u,2014-10-25T01:49:41.000Z,"Wyoming",mining explosion,,1.9,0.053,61,reviewed,us,us
2014-07-27T19:59:48.960Z,43.7897,-105.2314,0,3.4,ml,,69,0.924,0.6,us,usb000rxsa,2014-10-25T01:49:40.000Z,"Wyoming",mining explosion,,2,0.06,50,reviewed,us,us
2014-07-25T18:02:23.810Z,43.8133,-105.2757,0,3.4,ml,,26,0.946,0.48,us,usb000rxav,2014-10-25T01:49:37.000Z,"Wyoming",mining explosion,,1.7,0.05,70,reviewed,us,us
2014-07-24T19:01:41.470Z,43.7465,-105.2781,0,3.4,ml,,36,0.972,0.84,us,usb000rwyp,2014-10-25T01:49:35.000Z,"Wyoming",mining explosion,,1.7,0.052,60,reviewed,us,us
2014-07-20T20:03:41.720Z,43.6322,-105.1929,0,3.2,ml,,126,0.969,0.75,us,usb000ruv4,2014-10-17T21:12:12.000Z,"Wyoming",mining explosion,,2,0.074,26,reviewed,us,us
2014-07-20T18:09:25.200Z,43.6976,-105.2367,0,3.5,ml,,97,0.965,0.84,us,usb000rz30,2014-10-17T21:12:12.000Z,"Wyoming",mining explosion,,2,0.062,38,reviewed,us,us
2014-07-17T20:04:07.440Z,43.7934,-105.2258,0,3.4,ml,,69,0.919,0.84,us,usb000rybm,2014-10-17T21:12:07.000Z,"Wyoming",mining explosion,,1.8,0.051,66,reviewed,us,us
2014-07-17T18:20:08.430Z,47.598,-92.6271,0,3,mb_lg,,103,0.839,0.85,us,usb000sjsm,2014-10-17T21:12:07.000Z,"Minnesota",mining explosion,,1.9,0.072,56,reviewed,us,us
2014-07-13T18:03:49.210Z,43.7667,-105.2386,0,3.3,ml,,87,0.938,0.76,us,usb000rsnb,2014-10-10T08:02:17.000Z,"Wyoming",mining explosion,,2,0.069,30,reviewed,us,us
2014-07-10T16:26:57.320Z,44.0009,-105.3038,0,3.1,ml,,92,0.922,1.13,us,usb000rubk,2014-10-10T08:02:11.000Z,"Wyoming",mining explosion,,2,0.057,54,reviewed,us,us
2014-07-09T20:16:08.670Z,43.7956,-105.2325,0,3.5,ml,,26,0.923,0.57,us,usb000rrd1,2014-10-10T08:02:10.000Z,"Wyoming",mining explosion,,1.9,0.051,68,reviewed,us,us
2014-07-09T19:11:13.860Z,43.8656,-105.4842,0,3.4,ml,,52,1.076,0.98,us,usb000ruci,2014-10-10T08:02:10.000Z,"Wyoming",mining explosion,,2,0.056,56,reviewed,us,us
2014-07-05T23:06:45.500Z,43.8234,-105.2284,0,3.2,ml,,32,0.911,0.6,us,usc000rqvv,2014-10-04T19:59:56.000Z,"Wyoming",mining explosion,,2,0.058,64,reviewed,us,us
2014-07-05T20:04:26.570Z,43.7771,-105.2447,0,3.2,ml,,45,0.938,0.55,us,usc000rqv7,2014-10-04T19:59:56.000Z,"Wyoming",mining explosion,,2,0.06,58,reviewed,us,us
2014-06-27T17:07:54.630Z,44.0267,-105.2858,0,3.7,ml,,21,0.905,0.73,us,usc000rmwu,2014-09-26T11:49:40.000Z,"Wyoming",mining explosion,,1.9,0.05,70,reviewed,us,us
2014-06-22T17:30:50.160Z,43.7605,-105.2883,0,3.1,ml,,96,0.973,0.52,us,usc000rk1t,2014-09-19T17:23:10.000Z,"Wyoming",mining explosion,,2,0.06,40,reviewed,us,us
2014-06-18T18:58:38.640Z,43.8177,-105.198,0,3.7,ml,,35,0.892,0.6,us,usc000rhk1,2014-09-19T17:22:48.000Z,"Wyoming",mining explosion,,1.9,0.053,64,reviewed,us,us
2014-05-30T22:32:02.250Z,43.5782,-105.2706,0,3.3,ml,,32,1.045,0.62,us,usc000r9bn,2014-08-26T01:21:05.000Z,"Wyoming",mining explosion,,2,0.052,64,reviewed,us,us
2014-05-29T19:17:28.780Z,44.958,-106.2991,0,3.2,ml,,99,1.731,1.35,us,usc000rg4g,2014-08-26T01:21:03.000Z,"Wyoming",mining explosion,,1.9,0.085,28,reviewed,us,us
2014-05-27T17:41:55.300Z,43.9928,-105.3365,0,3.2,ml,,92,0.946,1,us,usb000r5lx,2014-08-23T08:36:51.000Z,"Wyoming",mining explosion,,2,0.06,50,reviewed,us,us
2014-05-24T20:01:04.230Z,43.7993,-105.2696,0,3,ml,,83,0.947,0.53,us,usb000r2x6,2014-08-23T08:36:46.000Z,"Wyoming",mining explosion,,1.8,0.066,48,reviewed,us,us
2014-05-24T16:31:11.090Z,43.7087,-105.3005,0,3.3,ml,,51,1.002,0.43,us,usb000r2rl,2014-08-23T08:36:46.000Z,"Wyoming",mining explosion,,2,0.057,52,reviewed,us,us
2014-05-22T19:04:57.010Z,43.8103,-105.1749,0,3.2,ml,,52,0.879,0.89,us,usb000qzzn,2014-08-23T08:36:43.000Z,"Wyoming",mining explosion,,2,0.059,54,reviewed,us,us
2014-05-19T19:18:41.580Z,43.58,-104.8253,0,3.5,ml,,139,0.786,0.74,us,usb000qv9p,2014-08-09T02:53:50.000Z,"Wyoming",mining explosion,,2,0.055,58,reviewed,us,us
2014-05-17T21:07:43.620Z,43.8027,-105.2555,0,3.6,ml,,43,0.936,0.97,us,usb000qsxd,2014-08-09T02:53:47.000Z,"Wyoming",mining explosion,,1.9,0.051,68,reviewed,us,us
2014-05-14T19:09:14.130Z,43.8197,-105.2201,0,3.5,ml,,38,0.906,0.58,us,usb000qmu0,2014-08-09T02:53:42.000Z,"Wyoming",mining explosion,,2,0.052,67,reviewed,us,us
2014-05-13T18:11:33.230Z,44.037,-105.2831,0,3.6,ml,,25,0.902,0.69,us,usb000qkuc,2014-08-06T00:55:35.000Z,"Wyoming",mining explosion,,2,0.05,73,reviewed,us,us
2014-05-10T17:10:23.730Z,44.005,-105.2605,0,3.2,ml,,51,0.89,0.99,us,usb000qh3l,2014-08-06T00:55:29.000Z,"Wyoming",mining explosion,,2,0.054,63,reviewed,us,us
2014-05-09T18:01:10.170Z,43.7931,-105.2581,0,3.3,ml,,48,0.941,0.94,us,usb000qfuv,2014-08-06T00:55:28.000Z,"Wyoming",mining explosion,,1.7,0.053,65,reviewed,us,us
2014-05-06T19:09:41.430Z,43.648,-105.2363,0,3.3,ml,,77,0.988,0.82,us,usb000qcaw,2014-07-27T21:51:26.000Z,"Wyoming",mining explosion,,2,0.054,63,reviewed,us,us
2014-05-05T20:04:27.540Z,43.8,-105.2891,0,3.3,ml,,51,0.96,0.67,us,usb000qb2e,2014-07-27T21:51:23.000Z,"Wyoming",mining explosion,,2,0.054,55,reviewed,us,us
2014-05-05T19:22:20.030Z,43.5884,-105.134,0,3.3,ml,,82,0.956,0.94,us,usb000r4c3,2014-07-27T21:51:23.000Z,"Wyoming",mining explosion,,2,0.056,60,reviewed,us,us
2014-05-02T19:19:41.430Z,45.1181,-106.9636,0,3.6,ml,,49,1.631,0.95,us,usb000q7cq,2014-07-27T21:51:17.000Z,"eastern Montana",mining explosion,,2,0.052,73,reviewed,us,us
2014-05-02T19:05:14.680Z,43.7789,-105.3697,0,3.5,ml,,32,1.022,1.37,us,usb000q7c5,2014-07-27T21:51:17.000Z,"Wyoming",mining explosion,,1.3,0.052,67,reviewed,us,us
2014-05-01T19:33:59.620Z,43.7464,-105.0976,0,3.4,ml,,53,0.853,1.23,us,usb000qy1l,2014-07-27T21:51:15.000Z,"Wyoming",mining explosion,,2,0.055,63,reviewed,us,us
2014-04-29T21:33:01.570Z,43.7814,-105.2903,0,3.3,ml,,44,0.967,0.93,us,usb000qwcu,2014-07-14T20:11:24.000Z,"Wyoming",mining explosion,,1.4,0.055,59,reviewed,us,us
2014-04-26T22:46:12.440Z,45.8682,-106.6769,0,3.1,ml,,31,0.878,0.89,us,usb000qqyx,2014-07-14T20:11:19.000Z,"eastern Montana",mining explosion,,2,0.058,57,reviewed,us,us
2014-04-26T19:07:54.650Z,43.8014,-105.2468,0,3.5,ml,,70,0.931,0.53,us,usb000q0nf,2014-07-14T20:11:19.000Z,"Wyoming",mining explosion,,2,0.061,64,reviewed,us,us
2014-04-19T20:05:51.990Z,43.7184,-105.3427,0,3.4,ml,,37,1.026,0.45,us,usb000prje,2014-07-04T01:34:18.000Z,"Wyoming",mining explosion,,2,0.059,66,reviewed,us,us
2014-04-17T19:03:28.060Z,43.8152,-105.2042,0,3.3,ml,,59,0.897,0.67,us,usb000pp93,2014-07-04T01:33:27.000Z,"Wyoming",mining explosion,,2,0.051,66,reviewed,us,us
2014-04-13T22:42:09.550Z,43.785,-105.2984,0,3.4,ml,,47,0.971,0.59,us,usc000pj99,2014-07-01T02:38:06.000Z,"Wyoming",mining explosion,,2,0.056,58,reviewed,us,us
2014-04-10T20:06:38.910Z,43.7796,-105.2551,10.41,3.2,ml,,51,0.944,0.68,us,usb000qprp,2014-07-01T02:37:54.000Z,"Wyoming",mining explosion,,7,0.057,52,reviewed,us,us
2014-04-09T23:12:30.590Z,45.9303,-106.5693,0,3.1,ml,,117,0.795,1,us,usc000pdjf,2014-07-01T02:37:53.000Z,"eastern Montana",mining explosion,,2,0.06,50,reviewed,us,us
2014-04-09T18:05:30.080Z,43.8532,-105.232,0,3.4,ml,,42,0.904,0.46,us,usc000pczm,2014-07-01T02:37:52.000Z,"Wyoming",mining explosion,,2,0.052,66,reviewed,us,us
2014-04-08T20:39:25.050Z,43.5726,-105.2778,0,3.4,ml,,41,1.052,1.09,us,usc000pbi5,2014-06-11T06:06:13.000Z,"Wyoming",mining explosion,,2,0.056,62,reviewed,us,us
2014-04-07T00:56:43.630Z,43.4361,-106.0672,0,3,ml,,36,0.853,1.01,us,usc000p88s,2014-06-11T06:06:11.000Z,"Wyoming",mining explosion,,2,0.047,89,reviewed,us,us
2014-04-06T18:07:50.150Z,43.7383,-105.2943,0,3.7,ml,,45,0.986,0.76,us,usc000p7uv,2014-06-11T06:06:11.000Z,"Wyoming",mining explosion,,1.9,0.057,54,reviewed,us,us
2014-04-06T13:47:37.450Z,43.689,-105.2217,0,3,ml,,121,0.959,1.35,us,usc000p7ks,2014-06-11T06:06:10.000Z,"Wyoming",mining explosion,,2,0.057,56,reviewed,us,us
2014-04-05T19:06:34.690Z,43.6309,-105.2418,0,3.1,ml,,77,1,0.68,us,usc000p6tz,2014-06-11T06:06:09.000Z,"Wyoming",mining explosion,,1.8,0.06,60,reviewed,us,us
2014-04-04T23:25:44.000Z,43.7566,-105.3066,0,3,ml,,33,0.987,0.55,us,usc000p62z,2014-06-11T06:06:08.000Z,"Wyoming",mining explosion,,2,0.05,70,reviewed,us,us
2014-04-02T18:07:35.770Z,43.8124,-105.2803,0,3.2,ml,,68,0.95,1.35,us,usc000p19s,2014-06-11T06:06:03.000Z,"Wyoming",mining explosion,,2,0.051,70,reviewed,us,us
2014-03-29T18:12:31.640Z,43.8187,-105.2197,0,3.5,ml,,26,0.906,0.7,us,usc000nw46,2014-05-29T23:32:08.000Z,"Wyoming",mining explosion,,1.9,0.051,69,reviewed,us,us
2014-03-28T23:26:53.900Z,44.5102,-105.3831,0,3.2,ml,,63,1.042,0.77,us,usc000nvgt,2014-05-29T23:32:07.000Z,"Wyoming",mining explosion,,2,0.05,70,reviewed,us,us
2014-03-26T21:01:58.080Z,43.751,-105.3514,0,3.2,ml,,50,1.019,0.53,us,usc000ns0h,2014-05-29T23:32:05.000Z,"Wyoming",mining explosion,,1.5,0.051,66,reviewed,us,us
2014-03-26T20:34:12.760Z,43.702,-105.0761,0,3.1,ml,,79,0.86,0.45,us,usc000nrxi,2014-05-29T23:32:05.000Z,"Wyoming",mining explosion,,2,0.06,46,reviewed,us,us
2014-03-24T20:05:17.140Z,43.8296,-105.2217,0,3.4,ml,,52,0.904,0.6,us,usc000nngd,2014-05-24T00:54:44.000Z,"Wyoming",mining explosion,,2,0.057,62,reviewed,us,us
2014-03-23T18:02:41.330Z,43.7953,-105.2522,0,3.2,ml,,113,0.936,0.73,us,usc000nm8v,2014-05-24T00:54:42.000Z,"Wyoming",mining explosion,,2,0.066,34,reviewed,us,us
2014-03-20T19:09:54.530Z,43.5036,-105.1676,0,3.4,ml,,84,1.025,1.42,us,usc000nusd,2014-05-24T00:54:35.000Z,"Wyoming",mining explosion,,2,0.056,56,reviewed,us,us
2014-03-19T19:03:13.530Z,43.7491,-105.3002,0,3.1,ml,,71,0.986,0.52,us,usc000nh7j,2014-05-24T00:54:34.000Z,"Wyoming",mining explosion,,2,0.056,54,reviewed,us,us
2014-03-16T19:27:27.140Z,43.5933,-105.2104,0,3.2,ml,,79,1,0.58,us,usc000ndll,2014-05-16T21:51:44.000Z,"Wyoming",mining explosion,,2,0.069,30,reviewed,us,us
