time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-05-12T22:32:36.030Z,46.7448333,-122.78,-0.62,3.2,md,9,84,0.09171,0.2,uw,uw10607798,2016-07-23T02:04:17.730Z,"Washington",explosion,0.984,2.16,0.04,5,reviewed,uw,uw
2004-05-10T22:18:54.990Z,46.741,-122.7761667,0.84,3,md,10,116,0.08706,0.06,uw,uw10607488,2016-07-23T02:04:14.660Z,"Washington",explosion,0.266,0.41,0.03,6,reviewed,uw,uw
2004-05-05T22:16:13.980Z,46.7428333,-122.7823333,-0.123,3.1,md,9,84,0.09107,0.12,uw,uw10606268,2016-07-23T02:04:05.060Z,"Washington",explosion,0.559,1.41,0.03,6,reviewed,uw,uw
2004-04-15T04:53:59.340Z,38.87,-107.35,1,3.1,ml,17,76.2,,1.18,us,usp000cshe,2014-11-07T01:21:59.835Z,"Colorado",rock burst,,,,,reviewed,us,us
2004-03-26T22:36:10.900Z,46.6983333,-122.7568333,0.365,3.2,md,6,102,0.04691,0.06,uw,uw10604958,2016-07-23T02:02:24.210Z,"Washington",explosion,0.37,0.58,0.04,4,reviewed,uw,uw
2004-01-24T00:04:23.210Z,46.7356667,-122.7853333,1.286,3.4,md,11,131,0.08683,0.06,uw,uw10602763,2016-07-23T01:56:27.780Z,"Washington",explosion,0.014,0.03,0.03,5,reviewed,uw,uw
2004-01-19T23:10:09.620Z,46.7511667,-122.7775,-0.6,3.1,md,7,162,0.09598,0.07,uw,uw10601728,2016-07-23T01:56:15.410Z,"Washington",explosion,0.022,0.04,0.03,5,reviewed,uw,uw
2004-01-14T22:49:46.080Z,46.7455,-122.7748333,0.35,3.4,md,12,77,0.09023,0.12,uw,uw10600158,2016-07-23T01:55:59.620Z,"Washington",explosion,0.488,0.98,0.03,7,reviewed,uw,uw
2004-01-10T22:23:26.360Z,46.7081667,-122.7551667,-0.435,3,md,7,167,0.05253,0.09,uw,uw10598413,2016-07-23T01:55:48.070Z,"Washington",explosion,0.665,0.79,0.03,3,reviewed,uw,uw
2003-12-26T22:43:22.640Z,46.7436667,-122.78,0.309,3.2,md,11,116,0.09077,0.16,uw,uw10593338,2016-07-23T01:55:18.370Z,"Washington",explosion,0.799,1.21,0.02,4,reviewed,uw,uw
2003-12-22T23:51:58.890Z,46.7333333,-122.7765,3.421,3.3,md,7,86,0.08112,0.13,uw,uw10592633,2016-07-23T01:55:07.520Z,"Washington",explosion,0.629,,0.01,4,reviewed,uw,uw
2003-12-18T23:27:25.060Z,46.743,-122.7806667,-0.191,3,md,6,142,0.09051,0.05,uw,uw10591018,2016-07-23T01:54:57.210Z,"Washington",explosion,0.41,0.81,0.03,2,reviewed,uw,uw
2003-12-09T23:27:05.380Z,46.7313333,-122.7856667,-0.534,3.2,md,4,109,0.08378,0.16,uw,uw10589838,2016-07-23T01:54:40.970Z,"Washington",explosion,0.099,0.22,0.04,3,reviewed,uw,uw
2003-12-05T23:20:55.350Z,46.75,-122.7753333,-0.563,3.1,md,10,83,0.09419,0.17,uw,uw10589128,2016-07-23T01:54:28.850Z,"Washington",explosion,0.042,0.09,0.02,6,reviewed,uw,uw
2003-12-02T22:44:15.350Z,46.7413333,-122.772,1.307,3,md,7,83,0.08569,0.06,uw,uw10588453,2016-07-23T01:54:20.630Z,"Washington",explosion,0.375,0.47,0.02,4,reviewed,uw,uw
2003-12-01T23:03:41.640Z,46.74,-122.7793333,0.222,3.3,md,9,111,0.08756,0.08,uw,uw10588248,2016-07-23T01:54:18.570Z,"Washington",explosion,0.404,0.73,0.02,6,reviewed,uw,uw
2003-11-25T22:44:12.290Z,46.7465,-122.7773333,0.007,3,md,11,87,0.09203,0.12,uw,uw10594753,2016-07-23T01:54:03.960Z,"Washington",explosion,0.534,0.95,0.02,6,reviewed,uw,uw
2003-11-21T22:31:02.090Z,46.7415,-122.7715,1.06,3.2,md,9,84,0.08563,0.07,uw,uw10592198,2016-07-23T01:53:55.190Z,"Washington",explosion,0.32,0.62,0.02,4,reviewed,uw,uw
2003-11-20T22:45:27.780Z,46.7433333,-122.7746667,0.63,3.4,md,8,83,0.08838,0.03,uw,uw10592058,2016-07-23T01:53:50.870Z,"Washington",explosion,0.163,0.3,0.02,3,reviewed,uw,uw
2003-11-13T22:45:47.660Z,46.7468333,-122.7715,0.78,3.4,md,17,83,0.09011,0.13,uw,uw10590723,2016-07-23T01:53:36.810Z,"Washington",explosion,0.446,0.83,0.03,5,reviewed,uw,uw
2003-11-07T22:46:59.010Z,46.7415,-122.7733333,1.01,3.4,md,11,77,0.08634,0.05,uw,uw10589593,2016-07-23T01:53:20.830Z,"Washington",explosion,0.213,0.34,0.02,7,reviewed,uw,uw
2003-11-06T22:45:46.880Z,46.7398333,-122.7743333,0.875,3.2,md,9,95,0.08538,0.09,uw,uw10589428,2016-07-23T01:53:18.680Z,"Washington",explosion,0.433,0.82,0.04,4,reviewed,uw,uw
2003-10-30T22:30:13.450Z,46.741,-122.7863333,0.275,3,md,7,85,0.09134,0.15,uw,uw10603413,2016-07-23T01:52:58.730Z,"Washington",explosion,0.879,1.45,0.03,5,reviewed,uw,uw
2003-10-13T21:55:24.870Z,46.7476667,-122.776,-0.503,3.2,md,10,83,0.09248,0.17,uw,uw10598823,2016-07-23T01:52:11.720Z,"Washington",explosion,0.071,0.13,0.04,6,reviewed,uw,uw
2003-10-08T21:39:17.320Z,46.705,-122.7605,0.117,3.1,md,8,84,0.05304,0.12,uw,uw10596883,2016-07-23T01:51:59.190Z,"Washington",explosion,0.764,0.95,0.03,4,reviewed,uw,uw
2003-09-19T22:01:02.300Z,46.7436667,-122.7706667,0.246,3.3,md,6,122,0.08713,0.01,uw,uw10598028,2016-07-23T01:51:02.380Z,"Washington",explosion,0.071,0.11,0.03,4,reviewed,uw,uw
2003-09-18T21:21:58.280Z,46.7345,-122.774,3.242,3.3,md,7,83,0.08096,0.14,uw,uw10597783,2016-07-23T01:50:58.470Z,"Washington",explosion,0.7,0.17,0.02,5,reviewed,uw,uw
2003-09-17T21:55:16.940Z,46.7438333,-122.7696667,0.349,3.1,md,7,117,0.0869,0.06,uw,uw10597478,2016-07-23T01:50:54.420Z,"Washington",explosion,0.364,0.62,0.02,3,reviewed,uw,uw
2003-09-13T20:58:42.870Z,46.7388333,-122.7783333,0.452,3,md,11,84,0.08622,0.1,uw,uw10596133,2016-07-23T01:50:40.340Z,"Washington",explosion,0.468,0.73,0.03,4,reviewed,uw,uw
2003-09-04T21:55:18.550Z,46.7421667,-122.773,0.995,3.1,md,22,83,0.08676,0.13,uw,uw10588458,2016-07-23T01:50:05.480Z,"Washington",explosion,0.389,0.95,0.03,7,reviewed,uw,uw
2003-08-29T21:43:39.820Z,46.7441667,-122.7735,0.585,3,md,33,83,0.08862,0.16,uw,uw10595888,2016-07-23T01:49:44.350Z,"Washington",explosion,0.419,1.22,0.03,3,reviewed,uw,uw
2003-08-28T21:45:21.520Z,46.7393333,-122.7745,0.792,3,md,9,83,0.08504,0.07,uw,uw10595058,2016-07-23T01:49:40.180Z,"Washington",explosion,0.355,0.68,0.02,5,reviewed,uw,uw
2003-08-27T21:24:44.680Z,46.741,-122.7755,0.582,3.2,md,10,83,0.08679,0.11,uw,uw10594353,2016-07-23T01:46:35.910Z,"Washington",explosion,0.49,0.85,0.03,4,reviewed,uw,uw
2003-08-25T21:45:11.460Z,46.7018333,-122.7551667,0.052,3,md,8,84,0.04819,0.13,uw,uw10593348,2016-07-23T01:46:24.170Z,"Washington",explosion,0.712,1.01,0.02,3,reviewed,uw,uw
2003-08-19T21:10:36.430Z,46.729,-122.8131667,13.739,3,md,9,89,0.3309,0.19,uw,uw10592348,2016-07-23T01:45:58.080Z,"Washington",explosion,0.078,0.25,0.04,3,reviewed,uw,uw
2003-08-15T22:10:32.180Z,46.741,-122.7831667,7.085,3.3,md,9,84,0.3366,0.05,uw,uw10591698,2016-07-23T01:45:41.520Z,"Washington",explosion,0.241,0.63,0.03,4,reviewed,uw,uw
2003-08-08T23:01:40.270Z,46.7413333,-122.77,1.03,3.6,md,10,82,0.08492,0.08,uw,uw10590143,2016-07-23T01:45:15.460Z,"Washington",explosion,0.369,0.55,0.03,6,reviewed,uw,uw
2003-08-08T06:11:05.190Z,38.907,-107.458,1,3.4,ml,40,60.7,,0.91,us,usp000c4dq,2014-11-07T01:19:28.688Z,"Colorado",rock burst,,,,,reviewed,us,us
2003-08-07T22:15:13.430Z,46.7376667,-122.7751667,0.98,3.4,md,14,83,0.08397,0.1,uw,uw10589738,2016-07-23T01:45:09.850Z,"Washington",explosion,0.368,0.64,0.03,6,reviewed,uw,uw
2003-08-06T22:36:25.950Z,46.7378333,-122.782,0.732,3.1,md,11,84,0.087,0.1,uw,uw10589543,2016-07-23T01:45:08.450Z,"Washington",explosion,0.41,0.71,0.03,8,reviewed,uw,uw
2003-08-04T21:58:12.160Z,46.7386667,-122.7816667,0.742,3.6,md,10,84,0.0875,0.08,uw,uw10588803,2016-07-23T01:45:01.960Z,"Washington",explosion,0.347,0.67,0.01,6,reviewed,uw,uw
2003-08-01T21:21:46.800Z,46.7385,-122.7788333,0.344,3.5,md,6,148,0.08616,0.06,uw,uw10587668,2016-07-23T01:44:45.470Z,"Washington",explosion,0.376,0.53,0.01,5,reviewed,uw,uw
2003-07-31T21:45:48.300Z,46.7418333,-122.7746667,0.198,3.1,md,5,122,0.08714,0.04,uw,uw10603868,2016-07-23T01:44:42.180Z,"Washington",explosion,0.297,0.47,0.01,4,reviewed,uw,uw
2003-07-30T21:36:52.330Z,46.7423333,-122.7698333,0.841,3.1,md,5,87,0.0857,0.08,uw,uw10603633,2016-07-23T01:44:39.980Z,"Washington",explosion,0.615,1.02,0.02,4,reviewed,uw,uw
2003-07-29T21:54:43.480Z,46.74,-122.7776667,0.352,3,md,8,111,0.08687,0.06,uw,uw10603373,2016-07-23T01:44:37.010Z,"Washington",explosion,0.326,0.61,0.01,4,reviewed,uw,uw
2003-07-25T21:48:01.640Z,46.7443333,-122.77,-0.876,3,md,7,122,0.08744,0.08,uw,uw10600703,2016-07-23T01:44:16.420Z,"Washington",explosion,0.022,0.04,0.03,4,reviewed,uw,uw
2003-07-23T22:05:44.950Z,46.699,-122.7618333,0.472,3.1,md,14,81,0.0501,0.14,uw,uw10599873,2016-07-23T01:44:09.750Z,"Washington",explosion,0.532,0.87,0.03,5,reviewed,uw,uw
2003-06-21T21:33:09.340Z,46.7383333,-122.7778333,1.236,3,md,12,77,0.08561,0.12,uw,uw10586633,2016-07-23T01:42:12.230Z,"Washington",explosion,0.028,0.04,0.02,7,reviewed,uw,uw
2003-06-06T21:33:16.780Z,46.705,-122.7631667,0.597,3.2,md,14,82,0.05445,0.12,uw,uw10583133,2016-07-23T01:41:31.830Z,"Washington",explosion,0.509,0.74,0.02,5,reviewed,uw,uw
2003-05-14T20:32:47.540Z,46.705,-122.7926667,7.576,3.1,md,8,114,0.3582,0.39,uw,uw10584688,2016-07-23T01:40:22.930Z,"Washington",explosion,45.66,99.9,0.03,4,reviewed,uw,uw
2003-05-08T21:53:21.920Z,46.6998333,-122.7681667,1.336,3.1,md,29,63,0.05419,0.11,uw,uw10582818,2016-07-23T01:39:59.460Z,"Washington",explosion,0.297,0.57,0.02,8,reviewed,uw,uw
2003-05-07T22:00:38.370Z,46.7045,-122.7658333,0.792,3,md,7,83,0.05557,0.02,uw,uw10582558,2016-07-23T01:39:53.740Z,"Washington",explosion,0.127,0.14,0.03,5,reviewed,uw,uw
2003-03-28T21:36:06.090Z,46.7108333,-122.7521667,-1.017,3,md,5,183,0.05311,0.07,uw,uw10584203,2016-07-23T01:34:45.010Z,"Washington",explosion,0.042,0.06,0.03,4,reviewed,uw,uw
2003-03-26T23:39:00.810Z,46.7011667,-122.7615,0.89,3.3,md,25,62,0.05118,0.22,uw,uw10583668,2016-07-23T01:34:39.300Z,"Washington",explosion,0.693,1.01,0.05,5,reviewed,uw,uw
2003-03-18T22:15:06.550Z,46.7035,-122.7595,3.986,3,md,13,84,0.3747,0.11,uw,uw10581538,2016-07-23T01:34:10.850Z,"Washington",explosion,0.028,0.11,0.03,5,reviewed,uw,uw
2003-03-17T22:45:41.730Z,46.7038333,-122.7656667,0.131,3.2,md,7,109,0.05507,0.05,uw,uw10580848,2016-07-23T01:34:04.040Z,"Washington",explosion,0.283,0.49,0.01,5,reviewed,uw,uw
2003-03-12T23:18:56.260Z,46.7056667,-122.7761667,13.522,3.3,md,10,83,,0.07,uw,uw10579438,2016-07-23T01:33:53.630Z,"Washington",explosion,0.355,1.51,0.02,4,reviewed,uw,uw
2003-03-11T22:49:01.660Z,46.6988333,-122.7673333,5.756,3.1,md,11,87,0.2138,0.08,uw,uw10579208,2016-07-23T01:33:51.930Z,"Washington",explosion,0.014,0.05,0.02,6,reviewed,uw,uw
2003-03-11T18:56:52.830Z,46.7401667,-122.7883333,12.045,3,md,6,111,,0.03,uw,uw10579168,2016-07-23T01:33:49.820Z,"Washington",explosion,0.175,1.29,0.03,3,reviewed,uw,uw
2003-03-10T22:28:36.020Z,46.7415,-122.7895,14.648,3.3,md,15,85,0.3332,0.09,uw,uw10578923,2016-07-23T01:33:47.960Z,"Washington",explosion,0.37,0.91,0.02,4,reviewed,uw,uw
2003-03-06T22:16:58.840Z,46.704,-122.7656667,5.827,3.2,md,10,82,0.3277,0.07,uw,uw10578103,2016-07-23T01:33:38.140Z,"Washington",explosion,0.014,0.05,0.03,5,reviewed,uw,uw
2003-03-04T22:52:15.470Z,46.7011667,-122.7678333,6.954,3.2,md,12,102,0.3714,0.09,uw,uw10577943,2016-07-23T01:33:34.620Z,"Washington",explosion,0.576,2.01,0.02,5,reviewed,uw,uw
2003-03-03T23:01:02.020Z,46.7023333,-122.7721667,-0.083,3.2,md,14,115,0.05786,0.2,uw,uw10577723,2016-07-23T01:33:30.550Z,"Washington",explosion,0.803,1.45,0.02,7,reviewed,uw,uw
2003-02-28T23:22:04.950Z,43.9083333,-120.9353333,6.153,3.1,md,8,133,0.1073,0.45,uw,uw10582058,2016-07-23T01:33:23.520Z,"Oregon",explosion,61.651,99.9,0.04,3,reviewed,uw,uw
2003-02-24T22:22:08.670Z,46.7406667,-122.781,0.685,3.3,md,10,121,0.08879,0.05,uw,uw10580858,2016-07-23T01:33:09.500Z,"Washington",explosion,0.25,0.38,0.01,6,reviewed,uw,uw
2003-02-20T22:26:01.600Z,46.744,-122.7903333,14.311,3.1,md,5,112,0.331,0.01,uw,uw10579728,2016-07-23T01:32:56.430Z,"Washington",explosion,0.117,0.39,0.01,4,reviewed,uw,uw
2003-02-19T21:29:43.150Z,46.7385,-122.7755,4.225,3.1,md,8,83,0.3398,0.03,uw,uw10579613,2016-07-23T01:32:54.030Z,"Washington",explosion,0.177,0.87,0.02,5,reviewed,uw,uw
2003-02-18T22:33:02.030Z,46.7408333,-122.7766667,5.015,3.2,md,10,83,0.34,0.03,uw,uw10579303,2016-07-23T01:32:48.580Z,"Washington",explosion,,0.02,0.03,4,reviewed,uw,uw
2003-02-14T21:14:12.430Z,46.7035,-122.7973333,11.768,3.3,md,4,216,0.1935,0,uw,uw10578088,2016-07-23T01:32:37.300Z,"Washington",explosion,,,0.02,2,reviewed,uw,uw
2003-02-13T22:48:02.660Z,46.7021667,-122.7673333,5.417,3.2,md,7,109,0.2122,0.06,uw,uw10577588,2016-07-23T01:32:31.690Z,"Washington",explosion,0.405,1.79,0.02,4,reviewed,uw,uw
2003-02-12T21:45:08.830Z,46.701,-122.7686667,0.159,3.1,md,7,111,0.05511,0.11,uw,uw10577123,2016-07-23T01:32:27.580Z,"Washington",explosion,0.664,1.05,0.01,3,reviewed,uw,uw
2003-02-11T23:09:05.560Z,46.7058333,-122.762,0.395,3.2,md,7,137,0.05437,0.09,uw,uw10576773,2016-07-23T01:32:24.570Z,"Washington",explosion,0.578,0.74,0.02,6,reviewed,uw,uw
2003-02-10T22:36:31.940Z,46.6985,-122.7703333,7.944,3.2,md,12,108,0.2121,0.05,uw,uw10576473,2016-07-23T01:32:20.470Z,"Washington",explosion,0.241,1,0.02,4,reviewed,uw,uw
2003-02-07T22:09:36.830Z,46.7001667,-122.7631667,0.234,3.3,md,8,115,0.05152,0.04,uw,uw10575418,2016-07-23T01:32:04.140Z,"Washington",explosion,0.194,0.29,0.02,5,reviewed,uw,uw
2003-02-05T22:44:58.420Z,46.7006667,-122.7626667,0.289,3.2,md,11,109,0.05153,0.06,uw,uw10574603,2016-07-23T01:31:55.420Z,"Washington",explosion,0.262,0.41,0.02,6,reviewed,uw,uw
2003-02-03T21:58:12.990Z,46.7041667,-122.7725,-0.759,3.1,md,10,83,0.05907,0.14,uw,uw10573768,2016-07-23T01:31:46.910Z,"Washington",explosion,0.036,0.07,0.03,6,reviewed,uw,uw
2003-01-28T23:02:22.710Z,46.7001667,-122.7665,-0.164,3.1,md,8,115,0.05341,0.15,uw,uw10834143,2016-07-23T01:31:32.900Z,"Washington",explosion,0.842,1.35,0.02,6,reviewed,uw,uw
2003-01-21T22:46:10.200Z,46.7445,-122.783,-0.496,3.2,md,8,122,0.09267,0.12,uw,uw10578258,2016-07-23T01:31:14.530Z,"Washington",explosion,0.633,1.18,0.03,6,reviewed,uw,uw
2003-01-20T21:59:40.950Z,46.7011667,-122.763,0.735,3.1,md,13,81,0.05201,0.11,uw,uw10577493,2016-07-23T01:31:11.430Z,"Washington",explosion,0.453,0.69,0.01,5,reviewed,uw,uw
2003-01-18T22:11:12.250Z,46.7386667,-122.7755,0.946,3.1,md,11,58,0.08491,0.11,uw,uw10576628,2016-07-23T01:30:59.320Z,"Washington",explosion,0.433,0.66,0.03,5,reviewed,uw,uw
2003-01-16T00:05:42.910Z,46.7015,-122.7651667,0.088,3.2,md,7,115,0.05341,0.21,uw,uw10574518,2016-07-23T01:30:46.950Z,"Washington",explosion,1.456,2.06,0.02,3,reviewed,uw,uw
2003-01-13T22:53:15.730Z,46.7006667,-122.7605,0.671,3.1,md,4,115,0.05033,0,uw,uw10573758,2016-07-23T01:30:35.160Z,"Washington",explosion,,,0.01,4,reviewed,uw,uw
2003-01-10T22:54:40.590Z,46.7416667,-122.7805,0.93,3,md,10,84,0.08937,0.09,uw,uw10573333,2016-07-23T01:30:29.020Z,"Washington",explosion,0.425,0.79,0.01,3,reviewed,uw,uw
2003-01-09T22:23:21.280Z,46.7428333,-122.7848333,0.129,3,md,6,116,0.09212,0.08,uw,uw10573093,2016-07-23T01:30:27.160Z,"Washington",explosion,0.485,0.85,0.01,3,reviewed,uw,uw
2002-12-28T23:25:46.440Z,46.7488333,-122.7758333,-0.631,3.1,md,6,162,0.0934,0.08,uw,uw10576468,2016-07-23T01:29:55.460Z,"Washington",explosion,0.022,0.03,0.01,4,reviewed,uw,uw
2002-12-20T22:43:20.270Z,46.6943333,-122.7636667,1.261,3.2,md,7,116,0.04869,0.1,uw,uw10574598,2016-07-23T01:29:33.890Z,"Washington",explosion,0.796,0.84,0.03,4,reviewed,uw,uw
2002-12-09T22:23:49.470Z,46.703,-122.7661667,0.182,3.1,md,11,138,0.05485,0.12,uw,uw10572418,2016-07-23T01:29:04.130Z,"Washington",explosion,0.7,0.85,0.02,6,reviewed,uw,uw
2002-12-07T20:57:19.160Z,46.7023333,-122.7655,0.252,3.4,md,17,82,0.05408,0.14,uw,uw10571573,2016-07-23T01:28:55.480Z,"Washington",explosion,0.545,1.03,0.01,6,reviewed,uw,uw
2002-12-06T22:59:44.000Z,46.7043333,-122.7693333,0.285,3.1,md,11,82,0.0574,0.1,uw,uw10571233,2016-07-23T01:28:50.760Z,"Washington",explosion,0.446,0.79,0.01,3,reviewed,uw,uw
2002-12-05T22:55:34.440Z,46.7443333,-122.7918333,-0.601,3,md,6,87,0.09632,0.15,uw,uw10570898,2016-07-23T01:28:47.270Z,"Washington",explosion,0.042,0.09,0.03,3,reviewed,uw,uw
2002-12-04T22:53:20.040Z,46.7471667,-122.7855,-0.725,3.1,md,11,122,0.09584,0.18,uw,uw10570683,2016-07-23T01:28:44.140Z,"Washington",explosion,0.05,0.1,0.03,3,reviewed,uw,uw
2002-11-30T21:51:27.110Z,46.6931667,-122.7778333,-1.409,3,md,7,205,0.05692,0.2,uw,uw10585443,2016-07-23T01:28:24.250Z,"Washington",explosion,0.184,0.23,0.02,3,reviewed,uw,uw
2002-11-29T22:42:22.740Z,46.7468333,-122.7833333,-0.495,3,md,8,84,0.09468,0.16,uw,uw10585248,2016-07-23T01:28:22.520Z,"Washington",explosion,0.799,1.68,0.01,3,reviewed,uw,uw
2002-11-27T21:24:19.710Z,46.7038333,-122.7713333,0.305,3.1,md,11,84,0.05822,0.12,uw,uw10584018,2016-07-23T01:28:11.950Z,"Washington",explosion,0.552,0.9,0.01,6,reviewed,uw,uw
2002-11-26T05:46:16.370Z,38.904,-107.448,1,3.1,ml,18,,,0.78,us,usp000bjdk,2014-11-07T01:17:11.214Z,"Colorado",rock burst,,,,,reviewed,us,us
2002-11-25T22:55:42.370Z,46.7398333,-122.785,1,3.3,md,14,77,0.08986,0.14,uw,uw10582418,2016-07-23T01:28:04.940Z,"Washington",explosion,0.538,0.89,0.01,7,reviewed,uw,uw
2002-11-22T22:21:23.950Z,46.7066667,-122.764,-0.919,3.2,md,4,255,0.05595,0.14,uw,uw10581293,2016-07-23T01:27:53.610Z,"Washington",explosion,0.335,0.11,0.03,3,reviewed,uw,uw
2002-11-14T22:31:51.780Z,46.7011667,-122.7776667,-0.311,3.6,md,6,114,0.06045,0.09,uw,uw10577738,2016-07-23T01:27:20.380Z,"Washington",explosion,0.637,1.04,0.01,5,reviewed,uw,uw
2002-11-13T23:25:50.860Z,46.7048333,-122.7753333,-0.018,3.2,md,7,115,0.06106,0.09,uw,uw10577408,2016-07-23T01:27:17.620Z,"Washington",explosion,0.58,0.96,0.01,4,reviewed,uw,uw
2002-11-12T23:02:36.610Z,46.7101667,-122.7701667,0.295,3.3,md,15,83,0.06145,0.12,uw,uw10577133,2016-07-23T01:27:14.710Z,"Washington",explosion,0.552,0.61,0.05,4,reviewed,uw,uw
2002-10-28T22:28:24.150Z,46.7475,-122.7715,-0.23,3.3,md,7,162,0.09067,0.11,uw,uw10575148,2016-07-23T01:23:01.230Z,"Washington",explosion,0.793,1.35,0.02,3,reviewed,uw,uw
2002-10-25T21:44:46.000Z,46.7458333,-122.78,-0.887,3.3,md,6,87,0.09253,0.1,uw,uw10574458,2016-07-23T01:20:47.160Z,"Washington",explosion,0.042,0.06,0.03,3,reviewed,uw,uw
2002-10-21T21:42:36.640Z,46.7411667,-122.7788333,10.137,3.3,md,17,84,0.3387,0.08,uw,uw10572163,2016-07-23T01:19:17.030Z,"Washington",explosion,0.292,2.92,0.01,5,reviewed,uw,uw
2002-10-05T21:50:25.740Z,46.7395,-122.7795,0.91,3.2,md,13,78,0.08723,0.12,uw,uw10566328,2016-07-23T01:17:47.300Z,"Washington",explosion,0.497,0.74,0.01,6,reviewed,uw,uw
2002-10-04T22:22:49.390Z,46.7408333,-122.7743333,1.04,3.2,md,17,59,0.08619,0.12,uw,uw10565703,2016-07-23T01:17:42.870Z,"Washington",explosion,0.396,0.67,0.01,6,reviewed,uw,uw
2002-10-03T22:01:31.720Z,46.705,-122.7645,9.725,3.3,md,10,109,0.2127,0.07,uw,uw10564938,2016-07-23T01:17:35.470Z,"Washington",explosion,0.355,2.33,0.01,4,reviewed,uw,uw
2002-09-26T21:32:47.310Z,46.7038333,-122.7623333,0.651,3,md,21,75,0.05326,0.13,uw,uw10568883,2016-07-23T01:17:08.010Z,"Washington",explosion,0.46,0.88,0.01,8,reviewed,uw,uw
2002-09-24T21:47:14.320Z,46.7028333,-122.7745,-0.776,3.2,md,5,164,0.05947,0.08,uw,uw10567988,2016-07-23T01:16:47.560Z,"Washington",explosion,0.014,0.03,0.01,4,reviewed,uw,uw
2002-09-23T22:06:47.570Z,46.7061667,-122.7655,0.07,3.8,md,12,84,0.05643,0.11,uw,uw10567063,2016-07-23T01:16:43.740Z,"Washington",explosion,0.63,0.86,0.02,10,reviewed,uw,uw
2002-09-20T21:24:06.330Z,46.704,-122.7601667,0.635,3.5,md,10,84,0.05222,0.12,uw,uw10565518,2016-07-23T01:16:27.930Z,"Washington",explosion,0.644,0.97,0.01,9,reviewed,uw,uw
2002-09-19T21:25:18.180Z,46.7033333,-122.7613333,0.135,3.4,md,14,75,0.05242,0.12,uw,uw10565193,2016-07-23T01:16:22.210Z,"Washington",explosion,0.53,0.93,0.01,9,reviewed,uw,uw
2002-09-18T21:38:58.860Z,46.7051667,-122.7653333,0.172,3.2,md,10,82,0.05571,0.12,uw,uw10564923,2016-07-23T01:16:17.990Z,"Washington",explosion,0.624,1,0.02,9,reviewed,uw,uw
2002-09-11T21:31:24.660Z,46.7405,-122.7961667,0.69,3.4,md,13,86,0.09541,0.11,uw,uw10562403,2016-07-23T01:15:47.330Z,"Washington",explosion,0.502,0.76,0.02,7,reviewed,uw,uw
2002-09-10T16:18:11.430Z,38.789,-107.412,1,3.3,ml,10,,,0.91,us,usp000bbxf,2014-11-07T01:16:29.673Z,"Colorado",rock burst,,,,,reviewed,us,us
2002-09-09T21:48:15.710Z,46.7428333,-122.771,0.389,3.1,md,7,140,0.08655,0.14,uw,uw10561623,2016-07-23T01:15:40.460Z,"Washington",explosion,0.99,1.22,0.01,7,reviewed,uw,uw
2002-09-07T21:51:35.200Z,46.7383333,-122.7796667,3.77,3.1,md,20,59,0.08638,0.18,uw,uw10560988,2016-07-23T01:15:32.680Z,"Washington",explosion,0.028,0.14,0.01,9,reviewed,uw,uw
2002-08-28T22:20:12.880Z,46.7408333,-122.767,1.81,3.3,md,13,70,0.08338,0.16,uw,uw10577353,2016-07-23T01:15:05.220Z,"Washington",explosion,0.7,0.99,0.02,9,reviewed,uw,uw
2002-08-26T22:34:50.160Z,46.7416667,-122.7853333,0.317,3.3,md,16,85,0.09142,0.13,uw,uw10576483,2016-07-23T01:14:54.150Z,"Washington",explosion,0.453,1.01,0.02,6,reviewed,uw,uw
2002-08-24T15:37:19.730Z,38.92,-107.481,1,3.2,ml,9,,,0.66,us,usp000baj2,2014-11-07T01:16:19.953Z,"Colorado",rock burst,,,,,reviewed,us,us
2002-08-21T22:04:51.760Z,46.7385,-122.7841667,4.1,3.4,md,15,77,0.08846,0.15,uw,uw10572383,2016-07-23T01:14:34.710Z,"Washington",explosion,0.573,2.11,0.01,7,reviewed,uw,uw
2002-08-21T21:46:00.130Z,44.654,-121.1361667,-1.537,3,md,6,120,0.2502,0.06,uw,uw10572368,2016-07-23T01:14:34.360Z,"Oregon",explosion,0.014,0.46,0.03,3,reviewed,uw,uw
2002-08-15T22:19:03.000Z,46.7413333,-122.7853333,4.532,3.2,md,14,85,0.09116,0.15,uw,uw10565918,2016-07-23T01:14:17.870Z,"Washington",explosion,0.606,5.52,0.01,7,reviewed,uw,uw
2002-08-08T21:57:32.850Z,46.7415,-122.804,0.64,3.1,md,14,71,0.09986,0.12,uw,uw10561273,2016-07-23T01:13:40.570Z,"Washington",explosion,0.46,0.79,0.01,5,reviewed,uw,uw
2002-08-07T21:46:09.640Z,46.7375,-122.8018333,4.015,3,md,15,87,0.09599,0.12,uw,uw10560488,2016-07-23T01:13:38.300Z,"Washington",explosion,0.022,0.08,0.02,6,reviewed,uw,uw
2002-08-05T22:04:54.190Z,46.708,-122.7665,0.372,3,md,10,84,0.05813,0.12,uw,uw10558843,2016-07-23T01:13:31.390Z,"Washington",explosion,0.644,0.96,0.01,7,reviewed,uw,uw
